fastestLap;rank;fastestLapTime;fastestLapSpeed;resultId
46;5;1:44.939;205.936;25072
42;13;1:45.700;204.454;25073
43;14;1:45.713;204.428;25074
43;10;1:45.601;204.645;25075
44;9;1:45.575;204.696;25076
43;12;1:45.665;204.521;25077
41;18;1:47.624;200.799;25078
40;19;1:47.747;200.569;25079
43;3;1:44.769;206.270;25080
42;17;1:46.608;202.712;25081
43;15;1:45.959;203.954;25082
44;1;1:44.481;206.839;25083
28;16;1:46.207;203.478;25084
2;20;1:50.850;194.955;25085
35;1;1:36.404;218.156;25086
44;5;1:37.410;215.903;25087
53;2;1:36.693;217.504;25088
19;3;1:36.960;216.905;25089
52;6;1:37.425;215.870;25090
45;14;1:38.324;213.896;25091
44;11;1:38.103;214.378;25092
44;7;1:37.646;215.382;25093
52;4;1:37.138;216.508;25094
44;9;1:37.828;214.981;25095
19;18;1:38.931;212.584;25096
52;13;1:38.314;213.918;25097
18;19;1:38.980;212.479;25098
33;15;1:38.645;213.200;25099
36;16;1:38.702;213.077;25100
43;8;1:37.681;215.304;25101
46;10;1:37.992;214.621;25102
50;12;1:38.313;213.920;25103
51;17;1:38.847;212.765;25104
34;20;1:39.317;211.758;25105
68;3;1:08.017;228.542;25106
71;1;1:07.058;231.811;25107
43;5;1:08.619;226.537;25108
57;2;1:07.894;228.956;25109
65;7;1:08.903;225.604;25110
64;4;1:08.609;226.570;25111
64;6;1:08.738;226.145;25112
32;14;1:09.787;222.746;25113
61;13;1:09.749;222.867;25114
41;11;1:09.650;223.184;25115
57;8;1:09.128;224.869;25116
64;15;1:09.821;222.637;25117
45;9;1:09.305;224.295;25118
70;10;1:09.576;223.421;25119
39;12;1:09.723;222.950;25120
57;16;1:10.005;222.052;25121
34;17;1:10.104;221.739;25122
39;19;1:10.951;219.092;25123
28;18;1:10.499;220.496;25124
62;1;1:06.200;234.815;25126
52;6;1:08.374;227.349;25127
62;10;1:08.471;227.027;25128
55;3;1:08.126;228.177;25129
70;2;1:07.762;229.402;25130
55;5;1:08.192;227.956;25131
56;14;1:08.820;225.876;25132
55;13;1:08.698;226.277;25133
54;4;1:08.146;228.110;25134
70;7;1:08.405;227.246;25135
56;16;1:08.900;225.613;25136
54;9;1:08.455;227.080;25137
54;12;1:08.659;226.405;25138
55;17;1:09.042;225.149;25139
69;15;1:08.874;225.699;25140
62;11;1:08.520;226.865;25141
51;8;1:08.420;227.196;25142
56;18;1:09.394;224.007;25143
49;19;1:09.757;222.842;25144
45;2;1:29.699;236.430;25146
45;5;1:30.569;234.159;25147
45;4;1:30.524;234.275;25148
44;9;1:31.420;231.979;25149
51;8;1:31.284;232.325;25150
51;7;1:31.223;232.480;25151
48;10;1:31.698;231.276;25152
48;12;1:31.992;230.537;25153
48;14;1:32.210;229.992;25154
51;6;1:30.826;233.497;25155
52;3;1:30.266;234.945;25156
49;13;1:32.049;230.394;25157
49;15;1:32.346;229.653;25158
51;16;1:32.477;229.328;25159
48;11;1:31.895;230.780;25160
50;1;1:28.617;239.317;25161
51;18;1:32.909;228.262;25162
50;17;1:32.862;228.377;25163
35;19;1:33.059;227.894;25164
54;5;1:21.421;193.704;25166
49;2;1:18.715;200.363;25167
54;6;1:21.423;193.699;25168
41;3;1:20.359;196.264;25169
70;1;1:18.394;201.183;25170
43;10;1:22.450;191.286;25171
62;14;1:22.831;190.406;25172
62;9;1:22.112;192.074;25173
43;4;1:20.945;194.843;25174
58;8;1:21.518;193.473;25175
58;13;1:22.802;190.473;25176
44;11;1:22.711;190.683;25177
44;12;1:22.736;190.625;25178
60;7;1:21.459;193.613;25185
60;3;1:13.275;209.244;25206
72;1;1:11.097;215.654;25207
69;2;1:12.549;211.338;25208
57;10;1:14.818;204.929;25209
58;9;1:14.780;205.033;25210
60;7;1:14.323;206.294;25211
45;13;1:15.260;203.725;25212
59;4;1:13.461;208.714;25213
54;8;1:14.675;205.321;25214
48;6;1:14.236;206.535;25215
59;11;1:14.920;204.650;25216
57;15;1:15.611;202.780;25217
63;5;1:13.958;207.312;25218
66;12;1:15.125;204.091;25219
44;14;1:15.442;203.234;25220
25;18;1:15.790;202.301;25221
57;16;1:15.628;202.734;25222
36;19;1:15.927;201.936;25223
44;17;1:15.783;202.319;25224
35;20;1:16.066;201.567;25225
53;1;1:24.812;245.894;25226
53;3;1:24.971;245.434;25227
34;2;1:24.827;245.850;25228
53;6;1:25.319;244.433;25229
53;4;1:25.156;244.901;25230
53;8;1:25.559;243.747;25231
52;13;1:25.853;242.912;25232
52;7;1:25.472;243.995;25233
53;11;1:25.835;242.963;25234
53;9;1:25.566;243.727;25235
50;16;1:25.953;242.630;25236
50;15;1:25.938;242.672;25237
50;10;1:25.718;243.295;25238
53;12;1:25.849;242.924;25239
52;17;1:26.707;240.520;25240
41;18;1:27.202;239.155;25241
3;14;1:25.870;242.864;25242
25;5;1:25.173;244.852;25243
2;19;1:29.005;234.310;25244
43;2;1:37.575;215.760;25246
28;5;1:38.396;213.959;25247
40;12;1:39.294;212.024;25248
24;9;1:39.124;212.388;25249
31;3;1:38.216;214.352;25250
44;6;1:38.686;213.331;25251
39;1;1:37.423;216.096;25252
34;16;1:40.289;209.921;25253
45;10;1:39.215;212.193;25254
40;18;1:40.596;209.280;25255
35;17;1:40.464;209.555;25256
44;11;1:39.251;212.116;25257
35;4;1:38.279;214.214;25258
34;19;1:40.598;209.276;25259
45;7;1:38.994;212.667;25260
39;8;1:39.058;212.530;25261
42;13;1:39.960;210.612;25262
24;20;1:41.713;206.982;25263
42;14;1:40.000;210.528;25264
22;15;1:40.276;209.948;25265
58;1;1:30.432;212.500;25266
53;9;1:32.759;207.169;25267
53;4;1:32.459;207.841;25268
57;8;1:32.737;207.218;25269
52;10;1:32.763;207.160;25270
50;11;1:32.814;207.046;25271
50;3;1:32.446;207.870;25272
49;2;1:31.921;209.057;25273
58;6;1:32.608;207.506;25274
24;19;1:34.584;203.171;25275
57;13;1:32.904;206.845;25276
50;5;1:32.586;207.556;25277
34;15;1:33.255;206.067;25278
54;12;1:32.844;206.979;25279
53;16;1:33.399;205.749;25280
55;14;1:33.252;206.073;25281
48;17;1:33.672;205.149;25282
54;7;1:32.730;207.233;25283
52;18;1:34.209;203.980;25284
52;20;1:35.438;201.353;25285
52;2;1:39.096;200.278;25286
41;1;1:38.485;201.521;25287
32;4;1:39.566;199.333;25288
41;3;1:39.303;199.861;25289
43;8;1:40.345;197.785;25290
41;6;1:40.147;198.176;25291
40;9;1:40.377;197.722;25292
41;7;1:40.228;198.016;25293
47;13;1:41.151;196.209;25294
40;10;1:40.481;197.517;25295
44;12;1:41.145;196.221;25296
36;14;1:41.189;196.135;25297
43;15;1:41.340;195.843;25298
36;11;1:41.120;196.269;25299
46;17;1:41.818;194.924;25300
36;16;1:41.395;195.737;25301
42;20;1:42.886;192.900;25302
46;5;1:40.067;198.335;25303
28;19;1:42.194;194.207;25304
12;18;1:42.015;194.547;25305
52;2;1:18.999;196.134;25306
66;4;1:19.820;194.116;25307
49;3;1:19.468;194.976;25308
66;7;1:20.510;192.453;25309
63;9;1:20.665;192.083;25310
63;5;1:20.081;193.484;25311
70;6;1:20.460;192.572;25312
63;11;1:20.713;191.969;25313
54;10;1:20.711;191.973;25314
67;8;1:20.617;192.197;25315
68;16;1:21.523;190.061;25316
40;13;1:21.069;191.126;25317
67;14;1:21.348;190.470;25318
61;12;1:20.930;191.454;25319
69;1;1:17.774;199.223;25320
61;18;1:22.016;188.919;25321
66;17;1:21.546;190.008;25322
61;15;1:21.402;190.344;25323
46;2;1:11.982;215.503;25326
47;3;1:12.486;214.005;25327
49;4;1:12.526;213.887;25328
71;1;1:11.010;218.453;25329
61;7;1:12.822;213.018;25330
63;6;1:12.710;213.346;25331
53;8;1:13.227;211.839;25332
48;16;1:14.430;208.415;25333
37;12;1:13.922;209.848;25334
53;10;1:13.761;210.306;25335
69;9;1:13.634;210.668;25336
54;5;1:12.621;213.607;25337
45;15;1:14.355;208.626;25338
44;14;1:14.227;208.985;25339
62;13;1:14.204;209.050;25340
57;18;1:14.616;207.896;25341
36;19;1:14.954;206.958;25342
66;11;1:13.793;210.215;25343
40;17;1:14.443;208.379;25344
25;20;1:15.344;205.887;25345
50;2;1:25.084;227.633;25346
57;1;1:23.196;232.799;25347
48;10;1:26.682;223.437;25348
49;3;1:25.613;226.227;25349
46;13;1:27.061;222.464;25350
44;17;1:27.356;221.713;25351
46;9;1:26.570;223.726;25352
46;8;1:26.555;223.765;25353
51;4;1:25.746;225.876;25354
53;7;1:26.434;224.078;25355
46;11;1:27.019;222.572;25356
50;14;1:27.198;222.115;25357
50;12;1:27.043;222.510;25358
53;6;1:26.358;224.275;25359
40;18;1:27.823;220.534;25360
46;19;1:28.412;219.065;25361
55;5;1:25.768;225.818;25362
55;16;1:27.340;221.754;25363
44;20;1:28.732;218.275;25364
39;15;1:27.246;221.992;25365
47;1;1:30.734;244.962;25366
35;3;1:31.488;242.943;25367
47;2;1:31.408;243.155;25368
47;6;1:31.797;242.125;25369
43;11;1:32.716;239.725;25370
46;9;1:32.297;240.813;25371
46;4;1:31.601;242.643;25372
37;7;1:31.851;241.983;25373
37;15;1:32.865;239.340;25374
49;8;1:31.914;241.817;25375
45;14;1:32.804;239.498;25376
49;12;1:32.751;239.635;25377
46;5;1:31.633;242.558;25378
44;10;1:32.506;240.269;25379
45;13;1:32.778;239.565;25380
41;16;1:34.030;236.375;25381
9;17;1:34.138;236.104;25382
7;20;1:37.043;229.036;25383
7;19;1:36.130;231.211;25384
8;18;1:36.043;231.421;25385
39;1;1:26.103;220.800;25386
43;3;1:26.615;219.495;25387
51;9;1:27.618;216.982;25388
50;7;1:27.496;217.285;25389
49;6;1:27.342;217.668;25390
51;5;1:26.862;218.871;25391
58;4;1:26.762;219.123;25392
58;8;1:27.607;217.010;25393
58;10;1:28.249;215.431;25394
40;12;1:28.433;214.983;25395
58;11;1:28.303;215.299;25396
48;14;1:28.723;214.280;25397
48;13;1:28.567;214.657;25398
42;17;1:29.457;212.522;25399
51;2;1:26.419;219.993;25400
30;15;1:29.293;212.912;25401
33;16;1:29.442;212.557;25402
23;19;1:30.647;209.732;25403
23;18;1:29.698;211.951;25404
51;1;1:34.570;206.018;25406
52;3;1:35.740;203.501;25407
53;5;1:36.228;202.469;25408
56;6;1:36.302;202.313;25409
53;8;1:36.623;201.641;25410
53;7;1:36.599;201.691;25411
53;14;1:37.110;200.630;25412
53;13;1:37.104;200.642;25413
44;10;1:36.733;201.412;25414
39;9;1:36.685;201.512;25415
37;11;1:36.956;200.948;25416
49;15;1:37.146;200.555;25417
50;18;1:37.355;200.125;25418
50;16;1:37.261;200.318;25419
51;12;1:36.988;200.882;25420
51;20;1:38.251;198.300;25421
49;19;1:38.201;198.401;25422
52;4;1:36.089;202.762;25423
51;2;1:35.440;204.140;25424
34;17;1:37.324;200.189;25425
50;2;1:31.772;242.191;25426
48;1;1:31.634;242.556;25427
48;3;1:31.905;241.841;25428
46;4;1:32.042;241.481;25429
43;7;1:32.821;239.454;25430
46;9;1:33.103;238.729;25431
46;5;1:32.753;239.629;25432
42;10;1:33.468;237.796;25433
48;6;1:32.779;239.562;25434
47;8;1:32.997;239.001;25435
45;13;1:33.924;236.642;25436
47;11;1:33.651;237.332;25437
46;16;1:34.446;235.334;25438
46;15;1:34.368;235.528;25439
31;14;1:33.979;236.503;25440
33;12;1:33.831;236.876;25441
34;17;1:34.487;235.232;25442
9;18;1:37.530;227.892;25443
58;1;1:20.260;236.740;25446
58;3;1:21.094;234.305;25447
53;4;1:21.495;233.152;25448
51;7;1:21.886;232.039;25449
55;8;1:22.248;231.018;25450
54;9;1:22.451;230.449;25451
58;10;1:22.469;230.399;25452
54;5;1:21.651;232.707;25453
52;13;1:22.731;229.669;25454
54;12;1:22.589;230.064;25455
55;11;1:22.541;230.198;25456
48;17;1:23.592;227.304;25457
55;14;1:23.006;228.908;25458
44;15;1:23.071;228.729;25459
56;16;1:23.342;227.985;25460
49;18;1:23.882;226.518;25461
57;2;1:20.846;235.024;25462
37;6;1:21.677;232.633;25463
17;19;1:25.189;223.042;25464
55;1;1:18.446;225.281;25466
52;3;1:18.949;223.845;25467
61;7;1:20.903;218.439;25468
57;8;1:20.962;218.280;25469
43;6;1:20.758;218.831;25470
63;2;1:18.574;224.914;25471
61;5;1:20.544;219.412;25472
47;9;1:21.211;217.610;25473
61;10;1:21.238;217.538;25474
46;16;1:21.750;216.176;25475
61;17;1:21.757;216.157;25476
34;15;1:21.713;216.274;25477
50;13;1:21.419;217.054;25478
37;18;1:21.887;215.814;25479
61;11;1:21.286;217.410;25480
62;12;1:21.338;217.271;25481
55;4;1:18.999;223.704;25482
61;14;1:21.577;216.634;25483
5;19;1:39.685;177.282;25484
54;1;1:31.361;213.255;25486
53;2;1:31.488;212.959;25487
56;3;1:31.790;212.258;25488
54;4;1:31.819;212.191;25489
56;5;1:32.195;211.325;25490
55;7;1:32.941;209.629;25491
56;10;1:33.184;209.083;25492
56;9;1:33.163;209.130;25493
57;15;1:33.447;208.494;25494
52;12;1:33.312;208.796;25495
53;13;1:33.331;208.753;25496
55;8;1:33.035;209.417;25497
56;11;1:33.265;208.901;25498
53;18;1:34.169;206.896;25499
57;6;1:32.528;210.565;25500
52;17;1:33.511;208.351;25501
50;16;1:33.479;208.423;25502
38;19;1:34.487;206.199;25503
37;14;1:33.411;208.575;25504
4;20;1:35.731;203.520;25505
46;4;1:25.456;196.943;25506
55;1;1:24.108;200.099;25507
53;3;1:24.636;198.851;25508
49;7;1:25.985;195.731;25509
51;2;1:24.253;199.755;25510
36;8;1:26.395;194.802;25511
54;6;1:25.935;195.845;25512
53;5;1:25.619;196.568;25513
56;9;1:26.599;194.344;25514
59;10;1:26.828;193.831;25515
59;18;1:27.629;192.059;25516
54;15;1:27.285;192.816;25517
51;12;1:26.987;193.477;25518
32;16;1:27.447;192.459;25519
54;11;1:26.876;193.724;25520
52;14;1:27.246;192.902;25521
3;17;1:27.537;192.261;25522
56;19;1:28.281;190.641;25523
12;20;1:28.415;190.352;25524
25;13;1:27.030;193.381;25525
46;4;1:16.028;158.010;25526
47;7;1:16.421;157.197;25527
47;5;1:16.052;157.960;25528
46;6;1:16.249;157.552;25529
42;8;1:16.830;156.360;25530
55;1;1:14.693;160.834;25531
50;3;1:15.882;158.314;25532
51;9;1:17.203;155.605;25533
57;14;1:17.600;154.809;25534
54;12;1:17.558;154.893;25535
61;10;1:17.344;155.321;25536
50;13;1:17.571;154.867;25537
59;11;1:17.532;154.945;25538
56;15;1:17.672;154.665;25539
43;18;1:18.579;152.880;25540
52;17;1:18.200;153.621;25541
61;2;1:15.334;159.465;25542
40;16;1:18.023;153.969;25543
24;19;1:24.778;141.701;25544
18;20;1:33.754;128.135;25545
50;2;1:46.050;203.779;25546
36;1;1:46.046;203.787;25547
42;4;1:47.177;201.636;25548
39;3;1:47.044;201.887;25549
39;16;1:48.519;199.143;25550
41;12;1:48.206;199.719;25551
49;8;1:47.989;200.120;25552
44;13;1:48.276;199.589;25553
37;9;1:47.997;200.105;25554
36;14;1:48.297;199.551;25555
42;11;1:48.179;199.768;25556
48;7;1:47.966;200.163;25557
42;5;1:47.523;200.987;25558
40;15;1:48.410;199.343;25559
37;20;1:49.583;197.209;25560
38;10;1:48.038;200.029;25561
12;18;1:48.789;198.648;25562
12;17;1:48.723;198.769;25563
13;6;1:47.531;200.972;25564
3;19;1:48.978;198.304;25565
64;2;1:15.839;207.012;25566
63;1;1:15.749;207.258;25567
69;4;1:16.167;206.120;25568
63;5;1:16.418;205.443;25569
62;3;1:15.901;206.843;25570
62;9;1:17.110;203.600;25571
64;8;1:17.010;203.864;25572
60;7;1:16.927;204.084;25573
63;6;1:16.578;205.014;25574
64;10;1:17.421;202.782;25575
59;13;1:17.932;201.452;25576
63;15;1:17.956;201.390;25577
59;14;1:17.951;201.403;25578
60;12;1:17.810;201.768;25579
63;11;1:17.495;202.588;25580
61;18;1:18.540;199.893;25581
11;16;1:18.046;201.158;25582
15;17;1:18.309;200.482;25583
13;20;1:18.967;198.812;25584
7;19;1:18.844;199.122;25585
44;2;1:30.813;233.530;25586
47;3;1:30.937;233.212;25587
52;1;1:30.510;234.312;25588
52;4;1:31.282;232.330;25589
47;5;1:31.609;231.501;25590
47;6;1:31.645;231.410;25591
44;8;1:32.354;229.633;25592
48;7;1:32.109;230.244;25593
52;10;1:32.471;229.343;25594
52;12;1:32.661;228.872;25595
52;9;1:32.379;229.571;25596
48;13;1:33.286;227.339;25597
34;11;1:32.644;228.914;25598
51;15;1:33.832;226.016;25599
37;14;1:33.537;226.729;25600
18;16;1:34.614;224.148;25601
19;17;1:35.103;222.996;25602
62;2;1:07.583;230.010;25606
62;1;1:07.275;231.063;25607
63;5;1:09.000;225.286;25608
61;6;1:09.075;225.042;25609
62;10;1:09.559;223.476;25610
50;11;1:09.625;223.264;25611
62;8;1:09.304;224.298;25612
61;14;1:09.938;222.265;25613
61;13;1:09.924;222.309;25614
62;3;1:08.558;226.739;25615
61;7;1:09.266;224.421;25616
60;12;1:09.669;223.123;25617
64;17;1:10.048;221.916;25618
50;9;1:09.380;224.053;25619
61;18;1:10.104;221.739;25620
62;16;1:10.023;221.995;25621
62;15;1:10.001;222.065;25622
55;4;1:08.649;226.438;25623
14;19;1:10.890;219.280;25624
5;20;1:11.843;216.371;25625
30;2;1:37.491;215.724;25626
30;4;1:37.668;215.333;25627
51;3;1:37.548;215.598;25628
45;5;1:37.780;215.086;25629
51;1;1:35.781;219.575;25630
53;8;1:38.160;214.254;25631
43;11;1:39.037;212.356;25632
53;9;1:38.684;213.116;25633
27;14;1:39.133;212.151;25634
52;15;1:39.185;212.040;25635
43;12;1:39.044;212.341;25636
53;10;1:38.786;212.896;25637
53;16;1:39.199;212.010;25638
52;6;1:37.963;214.685;25639
48;13;1:39.068;212.290;25640
25;18;1:39.368;211.649;25641
40;19;1:39.650;211.050;25642
11;17;1:39.265;211.869;25643
4;7;1:38.088;214.411;25644
4;20;1:40.216;209.858;25645
45;6;1:22.126;192.041;25646
57;1;1:21.386;193.787;25647
57;9;1:22.766;190.556;25648
51;4;1:22.000;192.336;25649
44;3;1:21.940;192.477;25650
57;2;1:21.622;193.227;25651
47;11;1:23.043;189.920;25652
47;18;1:23.979;187.804;25653
60;20;1:24.149;187.424;25654
51;10;1:22.824;190.423;25655
51;7;1:22.437;191.317;25656
58;14;1:23.199;189.564;25657
58;5;1:22.029;192.268;25658
50;13;1:23.151;189.674;25659
63;17;1:23.654;188.533;25660
37;15;1:23.511;188.856;25661
43;12;1:23.047;189.911;25662
60;8;1:22.478;191.221;25663
58;16;1:23.538;188.795;25664
60;19;1:24.002;187.752;25665
32;1;1:49.354;230.575;25666
29;3;1:50.764;227.640;25667
32;7;1:51.977;225.174;25668
31;4;1:50.793;227.581;25669
35;13;1:52.868;223.397;25670
44;2;1:49.984;229.255;25671
36;6;1:51.717;225.698;25672
40;11;1:52.515;224.098;25673
24;15;1:53.002;223.132;25674
28;16;1:53.055;223.027;25675
29;14;1:52.880;223.373;25676
31;5;1:51.678;225.777;25677
32;10;1:52.436;224.255;25678
30;9;1:52.317;224.493;25679
34;17;1:53.080;222.978;25680
29;18;1:53.332;222.482;25681
35;12;1:52.646;223.837;25682
38;8;1:52.256;224.615;25683
62;1;1:13.652;208.173;25686
72;2;1:13.671;208.119;25687
62;6;1:14.413;206.044;25688
54;3;1:13.854;207.604;25689
63;5;1:14.404;206.069;25690
51;4;1:14.144;206.792;25691
63;8;1:14.706;205.236;25692
63;7;1:14.643;205.409;25693
64;11;1:15.084;204.203;25694
65;10;1:15.043;204.314;25695
65;12;1:15.165;203.983;25696
65;15;1:15.534;202.986;25697
51;13;1:15.233;203.798;25698
50;9;1:14.862;204.808;25699
53;14;1:15.369;203.431;25700
63;17;1:15.940;201.901;25701
52;16;1:15.577;202.871;25702
62;18;1:16.066;201.567;25703
51;19;1:16.844;199.526;25704
16;20;1:17.138;198.765;25705
38;6;1:24.745;246.088;25706
38;2;1:24.336;247.282;25707
40;7;1:25.288;244.522;25708
41;4;1:24.446;246.960;25709
43;3;1:24.434;246.995;25710
46;1;1:24.030;248.182;25711
43;5;1:24.718;246.167;25712
30;14;1:26.718;240.489;25713
41;13;1:26.624;240.750;25714
41;10;1:26.361;241.484;25715
37;11;1:26.593;240.837;25716
43;8;1:25.298;244.493;25717
45;9;1:25.706;243.329;25718
43;17;1:26.857;240.105;25719
17;15;1:26.798;240.268;25720
37;16;1:26.798;240.268;25721
39;12;1:26.603;240.809;25722
34;19;1:27.467;238.430;25723
7;18;1:27.203;239.152;25724
4;20;1:27.501;238.337;25725
57;2;1:48.165;168.509;25726
54;4;1:48.753;167.598;25727
59;3;1:48.414;168.122;25728
56;6;1:49.212;166.893;25729
57;12;1:51.006;164.196;25730
58;7;1:50.283;165.272;25731
52;5;1:49.142;167.000;25732
58;11;1:50.669;164.696;25733
58;10;1:50.622;164.766;25734
56;9;1:50.569;164.845;25735
52;13;1:51.864;162.937;25736
59;14;1:52.067;162.641;25737
58;8;1:50.290;165.262;25738
54;1;1:46.458;171.211;25739
32;15;1:58.716;153.532;25740
24;17;2:01.105;150.504;25741
24;18;2:02.121;149.251;25742
19;16;2:00.463;151.306;25743
5;20;2:05.585;145.135;25744
5;19;2:05.556;145.168;25745
10;4;1:44.911;199.266;25746
11;9;1:46.120;196.995;25747
10;3;1:44.489;200.070;25748
11;11;1:46.559;196.184;25749
11;7;1:45.530;198.097;25750
13;12;1:46.964;195.441;25751
25;2;1:44.412;200.218;25752
21;13;1:47.004;195.368;25753
12;18;1:48.371;192.904;25754
8;17;1:48.175;193.253;25755
11;15;1:47.843;193.848;25756
21;5;1:45.205;198.709;25757
22;8;1:45.893;197.418;25758
10;16;1:48.072;193.437;25759
11;14;1:47.820;193.889;25760
20;1;1:44.411;200.220;25761
22;6;1:45.387;198.366;25762
13;10;1:46.545;196.210;25763
37;2;1:39.541;199.383;25766
45;5;1:39.830;198.805;25767
37;4;1:39.731;199.003;25768
44;3;1:39.563;199.339;25769
56;1;1:38.788;200.902;25770
49;7;1:41.322;195.878;25771
39;8;1:41.538;195.461;25772
35;16;1:42.546;193.540;25773
36;11;1:42.206;194.184;25774
49;6;1:41.243;196.031;25775
39;13;1:42.394;193.827;25776
46;15;1:42.471;193.682;25777
55;9;1:41.674;195.200;25778
55;12;1:42.320;193.967;25779
51;10;1:41.804;194.951;25780
55;14;1:42.420;193.778;25781
54;19;1:43.485;191.784;25782
3;17;1:43.080;192.537;25783
4;18;1:43.391;191.958;25784
36;4;1:22.046;188.850;25786
32;5;1:22.062;188.813;25787
30;2;1:21.775;189.476;25788
71;1;1:20.153;193.310;25789
32;6;1:22.199;188.498;25790
48;10;1:22.603;187.576;25791
48;3;1:22.022;188.905;25792
48;14;1:23.279;186.054;25793
48;17;1:23.402;185.779;25794
43;16;1:23.363;185.866;25795
42;8;1:22.277;188.319;25796
48;12;1:22.914;186.873;25797
47;7;1:22.260;188.358;25798
45;13;1:23.086;186.486;25799
42;9;1:22.463;187.895;25800
30;19;1:23.641;185.248;25801
49;15;1:23.300;186.007;25802
56;20;1:23.709;185.098;25803
48;11;1:22.866;186.981;25804
48;18;1:23.403;185.777;25805
61;1;1:13.785;210.237;25806
63;2;1:13.942;209.791;25807
65;3;1:13.953;209.760;25808
63;6;1:14.253;208.912;25809
62;4;1:14.164;209.163;25810
64;5;1:14.195;209.076;25811
62;7;1:14.283;208.828;25812
65;9;1:15.093;206.575;25813
62;14;1:15.511;205.432;25814
50;8;1:14.831;207.299;25815
64;15;1:15.549;205.328;25816
64;17;1:15.802;204.643;25817
63;10;1:15.251;206.142;25818
64;12;1:15.327;205.934;25819
49;16;1:15.613;205.155;25820
59;11;1:15.327;205.934;25821
63;13;1:15.508;205.440;25822
48;18;1:15.855;204.500;25823
54;6;1:29.392;212.676;25826
48;10;1:29.719;211.901;25827
52;4;1:28.972;213.680;25828
50;3;1:28.879;213.904;25829
48;2;1:28.836;214.007;25830
44;1;1:28.391;215.085;25831
45;5;1:29.333;212.817;25832
42;9;1:29.620;212.135;25833
45;18;1:30.785;209.413;25834
35;15;1:30.312;210.510;25835
40;7;1:29.489;212.446;25836
53;8;1:29.600;212.183;25837
40;13;1:29.939;211.383;25838
16;19;1:31.081;208.732;25839
47;16;1:30.352;210.417;25840
39;12;1:29.833;211.632;25841
40;20;1:31.158;208.556;25842
42;11;1:29.788;211.738;25843
45;14;1:30.309;210.517;25844
24;17;1:30.579;209.889;25845
44;6;1:36.236;202.452;25846
37;7;1:36.344;202.225;25847
36;5;1:36.156;202.620;25848
37;14;1:37.130;200.588;25849
36;10;1:36.546;201.802;25850
32;9;1:36.546;201.802;25851
33;17;1:37.221;200.401;25852
31;18;1:37.379;200.075;25853
42;2;1:35.068;204.939;25854
43;15;1:37.144;200.559;25855
42;12;1:36.637;201.612;25856
42;4;1:36.037;202.871;25857
42;8;1:36.471;201.959;25858
30;19;1:37.709;199.400;25859
42;11;1:36.616;201.656;25860
56;1;1:33.996;207.276;25861
51;3;1:35.822;203.327;25862
34;13;1:36.797;201.278;25863
37;16;1:37.170;200.506;25864
3;20;1:40.691;193.494;25865
38;2;1:32.188;241.098;25866
50;1;1:31.906;241.838;25867
50;3;1:32.240;240.962;25868
50;4;1:32.433;240.459;25869
47;6;1:32.941;239.145;25870
50;5;1:32.822;239.451;25871
47;7;1:33.056;238.849;25872
49;8;1:33.222;238.424;25873
50;10;1:33.392;237.990;25874
44;9;1:33.374;238.036;25875
50;14;1:33.931;236.624;25876
